sim,key,n,method,group
80,GEN(nc),150,GEN,control
80,CEM(nt),86,CEM,treated
80,CEM(nc),159,CEM,control
81,RAW(nt),150,RAW,treated
81,RAW(nc),295,RAW,control
81,MAH(nt),150,MAH,treated
81,MAH(nc),150,MAH,control
81,PSC(nt),150,PSC,treated
81,PSC(nc),150,PSC,control
81,GEN(nt),150,GEN,treated
81,GEN(nc),146,GEN,control
81,CEM(nt),82,CEM,treated
81,CEM(nc),146,CEM,control
82,RAW(nt),156,RAW,treated
82,RAW(nc),289,RAW,control
82,MAH(nt),156,MAH,treated
82,MAH(nc),156,MAH,control
82,PSC(nt),156,PSC,treated
82,PSC(nc),156,PSC,control
82,GEN(nt),156,GEN,treated
82,GEN(nc),141,GEN,control
82,CEM(nt),97,CEM,treated
82,CEM(nc),148,CEM,control
83,RAW(nt),156,RAW,treated
83,RAW(nc),289,RAW,control
83,MAH(nt),156,MAH,treated
83,MAH(nc),156,MAH,control
83,PSC(nt),156,PSC,treated
83,PSC(nc),156,PSC,control
83,GEN(nt),156,GEN,treated
83,GEN(nc),144,GEN,control
83,CEM(nt),86,CEM,treated
83,CEM(nc),141,CEM,control
84,RAW(nt),150,RAW,treated
84,RAW(nc),295,RAW,control
84,MAH(nt),150,MAH,treated
84,MAH(nc),150,MAH,control
84,PSC(nt),150,PSC,treated
84,PSC(nc),150,PSC,control
84,GEN(nt),150,GEN,treated
84,GEN(nc),154,GEN,control
84,CEM(nt),87,CEM,treated
84,CEM(nc),161,CEM,control
85,RAW(nt),152,RAW,treated
85,RAW(nc),293,RAW,control
85,MAH(nt),152,MAH,treated
85,MAH(nc),152,MAH,control
85,PSC(nt),152,PSC,treated
85,PSC(nc),152,PSC,control
85,GEN(nt),152,GEN,treated
85,GEN(nc),145,GEN,control
85,CEM(nt),89,CEM,treated
85,CEM(nc),154,CEM,control
86,RAW(nt),171,RAW,treated
86,RAW(nc),274,RAW,control
86,MAH(nt),171,MAH,treated
86,MAH(nc),171,MAH,control
86,PSC(nt),171,PSC,treated
86,PSC(nc),171,PSC,control
86,GEN(nt),171,GEN,treated
86,GEN(nc),148,GEN,control
86,CEM(nt),88,CEM,treated
86,CEM(nc),153,CEM,control
87,RAW(nt),158,RAW,treated
87,RAW(nc),287,RAW,control
87,MAH(nt),158,MAH,treated
87,MAH(nc),158,MAH,control
87,PSC(nt),158,PSC,treated
87,PSC(nc),158,PSC,control
87,GEN(nt),158,GEN,treated
87,GEN(nc),155,GEN,control
87,CEM(nt),88,CEM,treated
87,CEM(nc),166,CEM,control
88,RAW(nt),134,RAW,treated
88,RAW(nc),311,RAW,control
88,MAH(nt),134,MAH,treated
88,MAH(nc),134,MAH,control
88,PSC(nt),134,PSC,treated
88,PSC(nc),134,PSC,control
88,GEN(nt),134,GEN,treated
88,GEN(nc),140,GEN,control
88,CEM(nt),72,CEM,treated
88,CEM(nc),153,CEM,control
89,RAW(nt),159,RAW,treated
89,RAW(nc),286,RAW,control
89,MAH(nt),159,MAH,treated
89,MAH(nc),159,MAH,control
89,PSC(nt),159,PSC,treated
89,PSC(nc),159,PSC,control
89,GEN(nt),159,GEN,treated
89,GEN(nc),152,GEN,control
89,CEM(nt),81,CEM,treated
89,CEM(nc),145,CEM,control
90,RAW(nt),138,RAW,treated
90,RAW(nc),307,RAW,control
90,MAH(nt),138,MAH,treated
90,MAH(nc),138,MAH,control
90,PSC(nt),138,PSC,treated
90,PSC(nc),138,PSC,control
90,GEN(nt),138,GEN,treated
90,GEN(nc),122,GEN,control
90,CEM(nt),78,CEM,treated
90,CEM(nc),148,CEM,control
91,RAW(nt),157,RAW,treated
91,RAW(nc),288,RAW,control
91,MAH(nt),157,MAH,treated
91,MAH(nc),157,MAH,control
91,PSC(nt),157,PSC,treated
91,PSC(nc),157,PSC,control
91,GEN(nt),157,GEN,treated
91,GEN(nc),139,GEN,control
91,CEM(nt),91,CEM,treated
91,CEM(nc),158,CEM,control
92,RAW(nt),148,RAW,treated
92,RAW(nc),297,RAW,control
92,MAH(nt),148,MAH,treated
92,MAH(nc),148,MAH,control
92,PSC(nt),148,PSC,treated
92,PSC(nc),148,PSC,control
92,GEN(nt),148,GEN,treated
92,GEN(nc),168,GEN,control
92,CEM(nt),80,CEM,treated
92,CEM(nc),155,CEM,control
93,RAW(nt),153,RAW,treated
93,RAW(nc),292,RAW,control
93,MAH(nt),153,MAH,treated
93,MAH(nc),153,MAH,control
93,PSC(nt),153,PSC,treated
93,PSC(nc),153,PSC,control
93,GEN(nt),153,GEN,treated
93,GEN(nc),135,GEN,control
93,CEM(nt),90,CEM,treated
93,CEM(nc),154,CEM,control
94,RAW(nt),165,RAW,treated
94,RAW(nc),280,RAW,control
94,MAH(nt),165,MAH,treated
94,MAH(nc),165,MAH,control
94,PSC(nt),165,PSC,treated
94,PSC(nc),165,PSC,control
94,GEN(nt),165,GEN,treated
94,GEN(nc),146,GEN,control
94,CEM(nt),93,CEM,treated
94,CEM(nc),144,CEM,control
95,RAW(nt),146,RAW,treated
95,RAW(nc),299,RAW,control
95,MAH(nt),146,MAH,treated
95,MAH(nc),146,MAH,control
95,PSC(nt),146,PSC,treated
95,PSC(nc),146,PSC,control
95,GEN(nt),146,GEN,treated
95,GEN(nc),154,GEN,control
95,CEM(nt),89,CEM,treated
95,CEM(nc),147,CEM,control
96,RAW(nt),138,RAW,treated
96,RAW(nc),307,RAW,control
96,MAH(nt),138,MAH,treated
96,MAH(nc),138,MAH,control
96,PSC(nt),138,PSC,treated
96,PSC(nc),138,PSC,control
96,GEN(nt),138,GEN,treated
96,GEN(nc),143,GEN,control
96,CEM(nt),82,CEM,treated
96,CEM(nc),156,CEM,control
97,RAW(nt),145,RAW,treated
97,RAW(nc),300,RAW,control
97,MAH(nt),145,MAH,treated
97,MAH(nc),145,MAH,control
97,PSC(nt),145,PSC,treated
97,PSC(nc),145,PSC,control
97,GEN(nt),145,GEN,treated
97,GEN(nc),151,GEN,control
97,CEM(nt),93,CEM,treated
97,CEM(nc),159,CEM,control
98,RAW(nt),135,RAW,treated
98,RAW(nc),310,RAW,control
98,MAH(nt),135,MAH,treated
98,MAH(nc),135,MAH,control
98,PSC(nt),135,PSC,treated
98,PSC(nc),135,PSC,control
98,GEN(nt),135,GEN,treated
98,GEN(nc),136,GEN,control
98,CEM(nt),69,CEM,treated
98,CEM(nc),142,CEM,control
99,RAW(nt),158,RAW,treated
99,RAW(nc),287,RAW,control
99,MAH(nt),158,MAH,treated
99,MAH(nc),158,MAH,control
99,PSC(nt),158,PSC,treated
99,PSC(nc),158,PSC,control
99,GEN(nt),158,GEN,treated
99,GEN(nc),159,GEN,control
99,CEM(nt),82,CEM,treated
99,CEM(nc),156,CEM,control
100,RAW(nt),162,RAW,treated
100,RAW(nc),283,RAW,control
100,MAH(nt),162,MAH,treated
100,MAH(nc),162,MAH,control
100,PSC(nt),162,PSC,treated
100,PSC(nc),162,PSC,control
100,GEN(nt),162,GEN,treated
100,GEN(nc),138,GEN,control
100,CEM(nt),94,CEM,treated
100,CEM(nc),143,CEM,control
101,RAW(nt),142,RAW,treated
101,RAW(nc),303,RAW,control
101,MAH(nt),142,MAH,treated
101,MAH(nc),142,MAH,control
101,PSC(nt),142,PSC,treated
101,PSC(nc),142,PSC,control
101,GEN(nt),142,GEN,treated
101,GEN(nc),134,GEN,control
101,CEM(nt),89,CEM,treated
101,CEM(nc),134,CEM,control
102,RAW(nt),153,RAW,treated
102,RAW(nc),292,RAW,control
102,MAH(nt),153,MAH,treated
102,MAH(nc),153,MAH,control
102,PSC(nt),153,PSC,treated
102,PSC(nc),153,PSC,control
102,GEN(nt),153,GEN,treated
102,GEN(nc),144,GEN,control
102,CEM(nt),88,CEM,treated
102,CEM(nc),152,CEM,control
103,RAW(nt),158,RAW,treated
103,RAW(nc),287,RAW,control
103,MAH(nt),158,MAH,treated
103,MAH(nc),158,MAH,control
103,PSC(nt),158,PSC,treated
103,PSC(nc),158,PSC,control
103,GEN(nt),158,GEN,treated
103,GEN(nc),146,GEN,control
103,CEM(nt),99,CEM,treated
103,CEM(nc),143,CEM,control
104,RAW(nt),159,RAW,treated
104,RAW(nc),286,RAW,control
104,MAH(nt),159,MAH,treated
104,MAH(nc),159,MAH,control
104,PSC(nt),159,PSC,treated
104,PSC(nc),159,PSC,control
104,GEN(nt),159,GEN,treated
104,GEN(nc),144,GEN,control
104,CEM(nt),91,CEM,treated
104,CEM(nc),144,CEM,control
105,RAW(nt),152,RAW,treated
105,RAW(nc),293,RAW,control
105,MAH(nt),152,MAH,treated
105,MAH(nc),152,MAH,control
105,PSC(nt),152,PSC,treated
105,PSC(nc),152,PSC,control
105,GEN(nt),152,GEN,treated
105,GEN(nc),150,GEN,control
105,CEM(nt),91,CEM,treated
105,CEM(nc),154,CEM,control
106,RAW(nt),153,RAW,treated
106,RAW(nc),292,RAW,control
106,MAH(nt),153,MAH,treated
106,MAH(nc),153,MAH,control
106,PSC(nt),153,PSC,treated
106,PSC(nc),153,PSC,control
106,GEN(nt),153,GEN,treated
106,GEN(nc),152,GEN,control
106,CEM(nt),88,CEM,treated
106,CEM(nc),154,CEM,control
107,RAW(nt),142,RAW,treated
107,RAW(nc),303,RAW,control
107,MAH(nt),142,MAH,treated
107,MAH(nc),142,MAH,control
107,PSC(nt),142,PSC,treated
107,PSC(nc),142,PSC,control
107,GEN(nt),142,GEN,treated
107,GEN(nc),144,GEN,control
107,CEM(nt),72,CEM,treated
107,CEM(nc),141,CEM,control
108,RAW(nt),142,RAW,treated
108,RAW(nc),303,RAW,control
108,MAH(nt),142,MAH,treated
108,MAH(nc),142,MAH,control
108,PSC(nt),142,PSC,treated
108,PSC(nc),142,PSC,control
108,GEN(nt),142,GEN,treated
108,GEN(nc),134,GEN,control
108,CEM(nt),85,CEM,treated
108,CEM(nc),151,CEM,control
109,RAW(nt),153,RAW,treated
109,RAW(nc),292,RAW,control
109,MAH(nt),153,MAH,treated
109,MAH(nc),153,MAH,control
109,PSC(nt),153,PSC,treated
109,PSC(nc),153,PSC,control
109,GEN(nt),153,GEN,treated
109,GEN(nc),154,GEN,control
109,CEM(nt),76,CEM,treated
109,CEM(nc),157,CEM,control
110,RAW(nt),148,RAW,treated
110,RAW(nc),297,RAW,control
110,MAH(nt),148,MAH,treated
110,MAH(nc),148,MAH,control
110,PSC(nt),148,PSC,treated
110,PSC(nc),148,PSC,control
110,GEN(nt),148,GEN,treated
110,GEN(nc),148,GEN,control
110,CEM(nt),82,CEM,treated
110,CEM(nc),148,CEM,control
111,RAW(nt),165,RAW,treated
111,RAW(nc),280,RAW,control
111,MAH(nt),165,MAH,treated
111,MAH(nc),165,MAH,control
111,PSC(nt),165,PSC,treated
111,PSC(nc),165,PSC,control
111,GEN(nt),165,GEN,treated
111,GEN(nc),149,GEN,control
111,CEM(nt),87,CEM,treated
111,CEM(nc),147,CEM,control
112,RAW(nt),157,RAW,treated
112,RAW(nc),288,RAW,control
112,MAH(nt),157,MAH,treated
112,MAH(nc),157,MAH,control
112,PSC(nt),157,PSC,treated
112,PSC(nc),157,PSC,control
112,GEN(nt),157,GEN,treated
112,GEN(nc),136,GEN,control
112,CEM(nt),88,CEM,treated
112,CEM(nc),150,CEM,control
113,RAW(nt),142,RAW,treated
113,RAW(nc),303,RAW,control
113,MAH(nt),142,MAH,treated
113,MAH(nc),142,MAH,control
113,PSC(nt),142,PSC,treated
113,PSC(nc),142,PSC,control
113,GEN(nt),142,GEN,treated
113,GEN(nc),135,GEN,control
113,CEM(nt),83,CEM,treated
113,CEM(nc),157,CEM,control
114,RAW(nt),172,RAW,treated
114,RAW(nc),273,RAW,control
114,MAH(nt),172,MAH,treated
114,MAH(nc),172,MAH,control
114,PSC(nt),172,PSC,treated
114,PSC(nc),172,PSC,control
114,GEN(nt),172,GEN,treated
114,GEN(nc),145,GEN,control
114,CEM(nt),98,CEM,treated
114,CEM(nc),153,CEM,control
115,RAW(nt),156,RAW,treated
115,RAW(nc),289,RAW,control
115,MAH(nt),156,MAH,treated
115,MAH(nc),156,MAH,control
115,PSC(nt),156,PSC,treated
115,PSC(nc),156,PSC,control
115,GEN(nt),156,GEN,treated
115,GEN(nc),143,GEN,control
115,CEM(nt),87,CEM,treated
115,CEM(nc),137,CEM,control
116,RAW(nt),153,RAW,treated
116,RAW(nc),292,RAW,control
116,MAH(nt),153,MAH,treated
116,MAH(nc),153,MAH,control
116,PSC(nt),153,PSC,treated
116,PSC(nc),153,PSC,control
116,GEN(nt),153,GEN,treated
116,GEN(nc),132,GEN,control
116,CEM(nt),92,CEM,treated
116,CEM(nc),155,CEM,control
117,RAW(nt),134,RAW,treated
117,RAW(nc),311,RAW,control
117,MAH(nt),134,MAH,treated
117,MAH(nc),134,MAH,control
117,PSC(nt),134,PSC,treated
117,PSC(nc),134,PSC,control
117,GEN(nt),134,GEN,treated
117,GEN(nc),126,GEN,control
117,CEM(nt),77,CEM,treated
117,CEM(nc),162,CEM,control
118,RAW(nt),156,RAW,treated
118,RAW(nc),289,RAW,control
118,MAH(nt),156,MAH,treated
118,MAH(nc),156,MAH,control
118,PSC(nt),156,PSC,treated
118,PSC(nc),156,PSC,control
118,GEN(nt),156,GEN,treated
118,GEN(nc),155,GEN,control
118,CEM(nt),91,CEM,treated
118,CEM(nc),151,CEM,control
119,RAW(nt),168,RAW,treated
119,RAW(nc),277,RAW,control
119,MAH(nt),168,MAH,treated
119,MAH(nc),168,MAH,control
119,PSC(nt),168,PSC,treated
119,PSC(nc),168,PSC,control
119,GEN(nt),168,GEN,treated
119,GEN(nc),144,GEN,control
119,CEM(nt),99,CEM,treated
119,CEM(nc),150,CEM,control
120,RAW(nt),151,RAW,treated
120,RAW(nc),294,RAW,control
120,MAH(nt),151,MAH,treated
120,MAH(nc),151,MAH,control
120,PSC(nt),151,PSC,treated
120,PSC(nc),151,PSC,control
120,GEN(nt),151,GEN,treated
120,GEN(nc),137,GEN,control
120,CEM(nt),93,CEM,treated
120,CEM(nc),155,CEM,control
121,RAW(nt),163,RAW,treated
121,RAW(nc),282,RAW,control
121,MAH(nt),163,MAH,treated
121,MAH(nc),163,MAH,control
121,PSC(nt),163,PSC,treated
121,PSC(nc),163,PSC,control
121,GEN(nt),163,GEN,treated
121,GEN(nc),154,GEN,control
121,CEM(nt),92,CEM,treated
121,CEM(nc),150,CEM,control
122,RAW(nt),145,RAW,treated
122,RAW(nc),300,RAW,control
122,MAH(nt),145,MAH,treated
122,MAH(nc),145,MAH,control
122,PSC(nt),145,PSC,treated
122,PSC(nc),145,PSC,control
122,GEN(nt),145,GEN,treated
122,GEN(nc),153,GEN,control
122,CEM(nt),85,CEM,treated
122,CEM(nc),158,CEM,control
123,RAW(nt),164,RAW,treated
123,RAW(nc),281,RAW,control
123,MAH(nt),164,MAH,treated
123,MAH(nc),164,MAH,control
123,PSC(nt),164,PSC,treated
123,PSC(nc),164,PSC,control
123,GEN(nt),164,GEN,treated
123,GEN(nc),147,GEN,control
123,CEM(nt),93,CEM,treated
123,CEM(nc),153,CEM,control
124,RAW(nt),163,RAW,treated
124,RAW(nc),282,RAW,control
124,MAH(nt),163,MAH,treated
124,MAH(nc),163,MAH,control
124,PSC(nt),163,PSC,treated
124,PSC(nc),163,PSC,control
124,GEN(nt),163,GEN,treated
124,GEN(nc),147,GEN,control
124,CEM(nt),85,CEM,treated
124,CEM(nc),151,CEM,control
125,RAW(nt),149,RAW,treated
125,RAW(nc),296,RAW,control
125,MAH(nt),149,MAH,treated
125,MAH(nc),149,MAH,control
125,PSC(nt),149,PSC,treated
125,PSC(nc),149,PSC,control
125,GEN(nt),149,GEN,treated
125,GEN(nc),141,GEN,control
125,CEM(nt),83,CEM,treated
125,CEM(nc),143,CEM,control
126,RAW(nt),140,RAW,treated
126,RAW(nc),305,RAW,control
126,MAH(nt),140,MAH,treated
126,MAH(nc),140,MAH,control
126,PSC(nt),140,PSC,treated
126,PSC(nc),140,PSC,control
126,GEN(nt),140,GEN,treated
126,GEN(nc),134,GEN,control
126,CEM(nt),72,CEM,treated
126,CEM(nc),156,CEM,control
127,RAW(nt),159,RAW,treated
127,RAW(nc),286,RAW,control
127,MAH(nt),159,MAH,treated
127,MAH(nc),159,MAH,control
127,PSC(nt),159,PSC,treated
127,PSC(nc),159,PSC,control
127,GEN(nt),159,GEN,treated
127,GEN(nc),151,GEN,control
127,CEM(nt),87,CEM,treated
127,CEM(nc),139,CEM,control
128,RAW(nt),156,RAW,treated
128,RAW(nc),289,RAW,control
128,MAH(nt),156,MAH,treated
128,MAH(nc),156,MAH,control
128,PSC(nt),156,PSC,treated
128,PSC(nc),156,PSC,control
128,GEN(nt),156,GEN,treated
128,GEN(nc),148,GEN,control
128,CEM(nt),94,CEM,treated
128,CEM(nc),144,CEM,control
129,RAW(nt),159,RAW,treated
129,RAW(nc),286,RAW,control
129,MAH(nt),159,MAH,treated
129,MAH(nc),159,MAH,control
129,PSC(nt),159,PSC,treated
129,PSC(nc),159,PSC,control
129,GEN(nt),159,GEN,treated
129,GEN(nc),157,GEN,control
129,CEM(nt),88,CEM,treated
129,CEM(nc),151,CEM,control
130,RAW(nt),151,RAW,treated
130,RAW(nc),294,RAW,control
130,MAH(nt),151,MAH,treated
130,MAH(nc),151,MAH,control
130,PSC(nt),151,PSC,treated
130,PSC(nc),151,PSC,control
130,GEN(nt),151,GEN,treated
130,GEN(nc),131,GEN,control
130,CEM(nt),85,CEM,treated
130,CEM(nc),151,CEM,control
131,RAW(nt),152,RAW,treated
131,RAW(nc),293,RAW,control
131,MAH(nt),152,MAH,treated
131,MAH(nc),152,MAH,control
131,PSC(nt),152,PSC,treated
131,PSC(nc),152,PSC,control
131,GEN(nt),152,GEN,treated
131,GEN(nc),139,GEN,control
131,CEM(nt),81,CEM,treated
131,CEM(nc),149,CEM,control
132,RAW(nt),163,RAW,treated
132,RAW(nc),282,RAW,control
132,MAH(nt),163,MAH,treated
132,MAH(nc),163,MAH,control
132,PSC(nt),163,PSC,treated
132,PSC(nc),163,PSC,control
132,GEN(nt),163,GEN,treated
132,GEN(nc),132,GEN,control
132,CEM(nt),105,CEM,treated
132,CEM(nc),155,CEM,control
133,RAW(nt),163,RAW,treated
133,RAW(nc),282,RAW,control
133,MAH(nt),163,MAH,treated
133,MAH(nc),163,MAH,control
133,PSC(nt),163,PSC,treated
133,PSC(nc),163,PSC,control
133,GEN(nt),163,GEN,treated
133,GEN(nc),128,GEN,control
133,CEM(nt),97,CEM,treated
133,CEM(nc),151,CEM,control
134,RAW(nt),150,RAW,treated
134,RAW(nc),295,RAW,control
134,MAH(nt),150,MAH,treated
134,MAH(nc),150,MAH,control
134,PSC(nt),150,PSC,treated
134,PSC(nc),150,PSC,control
134,GEN(nt),150,GEN,treated
134,GEN(nc),134,GEN,control
134,CEM(nt),85,CEM,treated
134,CEM(nc),142,CEM,control
135,RAW(nt),170,RAW,treated
135,RAW(nc),275,RAW,control
135,MAH(nt),170,MAH,treated
135,MAH(nc),170,MAH,control
135,PSC(nt),170,PSC,treated
135,PSC(nc),170,PSC,control
135,GEN(nt),170,GEN,treated
135,GEN(nc),149,GEN,control
135,CEM(nt),83,CEM,treated
135,CEM(nc),154,CEM,control
136,RAW(nt),164,RAW,treated
136,RAW(nc),281,RAW,control
136,MAH(nt),164,MAH,treated
136,MAH(nc),164,MAH,control
136,PSC(nt),164,PSC,treated
136,PSC(nc),164,PSC,control
136,GEN(nt),164,GEN,treated
136,GEN(nc),150,GEN,control
136,CEM(nt),95,CEM,treated
136,CEM(nc),141,CEM,control
137,RAW(nt),170,RAW,treated
137,RAW(nc),275,RAW,control
137,MAH(nt),170,MAH,treated
137,MAH(nc),170,MAH,control
137,PSC(nt),170,PSC,treated
137,PSC(nc),170,PSC,control
137,GEN(nt),170,GEN,treated
137,GEN(nc),150,GEN,control
137,CEM(nt),97,CEM,treated
137,CEM(nc),148,CEM,control
138,RAW(nt),147,RAW,treated
138,RAW(nc),298,RAW,control
138,MAH(nt),147,MAH,treated
138,MAH(nc),147,MAH,control
138,PSC(nt),147,PSC,treated
138,PSC(nc),147,PSC,control
138,GEN(nt),147,GEN,treated
138,GEN(nc),139,GEN,control
138,CEM(nt),76,CEM,treated
138,CEM(nc),155,CEM,control
139,RAW(nt),145,RAW,treated
139,RAW(nc),300,RAW,control
139,MAH(nt),145,MAH,treated
139,MAH(nc),145,MAH,control
139,PSC(nt),145,PSC,treated
139,PSC(nc),145,PSC,control
139,GEN(nt),145,GEN,treated
139,GEN(nc),134,GEN,control
139,CEM(nt),81,CEM,treated
139,CEM(nc),146,CEM,control
140,RAW(nt),149,RAW,treated
140,RAW(nc),296,RAW,control
140,MAH(nt),149,MAH,treated
140,MAH(nc),149,MAH,control
140,PSC(nt),149,PSC,treated
140,PSC(nc),149,PSC,control
140,GEN(nt),149,GEN,treated
140,GEN(nc),134,GEN,control
140,CEM(nt),86,CEM,treated
140,CEM(nc),144,CEM,control
141,RAW(nt),149,RAW,treated
141,RAW(nc),296,RAW,control
141,MAH(nt),149,MAH,treated
141,MAH(nc),149,MAH,control
141,PSC(nt),149,PSC,treated
141,PSC(nc),149,PSC,control
141,GEN(nt),149,GEN,treated
141,GEN(nc),135,GEN,control
141,CEM(nt),85,CEM,treated
141,CEM(nc),162,CEM,control
142,RAW(nt),139,RAW,treated
142,RAW(nc),306,RAW,control
142,MAH(nt),139,MAH,treated
142,MAH(nc),139,MAH,control
142,PSC(nt),139,PSC,treated
142,PSC(nc),139,PSC,control
142,GEN(nt),139,GEN,treated
142,GEN(nc),139,GEN,control
142,CEM(nt),70,CEM,treated
142,CEM(nc),156,CEM,control
143,RAW(nt),153,RAW,treated
143,RAW(nc),292,RAW,control
143,MAH(nt),153,MAH,treated
143,MAH(nc),153,MAH,control
143,PSC(nt),153,PSC,treated
143,PSC(nc),153,PSC,control
143,GEN(nt),153,GEN,treated
143,GEN(nc),148,GEN,control
143,CEM(nt),82,CEM,treated
143,CEM(nc),160,CEM,control
144,RAW(nt),142,RAW,treated
144,RAW(nc),303,RAW,control
144,MAH(nt),142,MAH,treated
144,MAH(nc),142,MAH,control
144,PSC(nt),142,PSC,treated
144,PSC(nc),142,PSC,control
144,GEN(nt),142,GEN,treated
144,GEN(nc),141,GEN,control
144,CEM(nt),79,CEM,treated
144,CEM(nc),146,CEM,control
145,RAW(nt),148,RAW,treated
145,RAW(nc),297,RAW,control
145,MAH(nt),148,MAH,treated
145,MAH(nc),148,MAH,control
145,PSC(nt),148,PSC,treated
145,PSC(nc),148,PSC,control
145,GEN(nt),148,GEN,treated
145,GEN(nc),143,GEN,control
145,CEM(nt),83,CEM,treated
145,CEM(nc),158,CEM,control
146,RAW(nt),149,RAW,treated
146,RAW(nc),296,RAW,control
146,MAH(nt),149,MAH,treated
146,MAH(nc),149,MAH,control
146,PSC(nt),149,PSC,treated
146,PSC(nc),149,PSC,control
146,GEN(nt),149,GEN,treated
146,GEN(nc),141,GEN,control
146,CEM(nt),85,CEM,treated
146,CEM(nc),164,CEM,control
147,RAW(nt),163,RAW,treated
147,RAW(nc),282,RAW,control
147,MAH(nt),163,MAH,treated
147,MAH(nc),163,MAH,control
147,PSC(nt),163,PSC,treated
147,PSC(nc),163,PSC,control
147,GEN(nt),163,GEN,treated
147,GEN(nc),141,GEN,control
147,CEM(nt),86,CEM,treated
147,CEM(nc),145,CEM,control
148,RAW(nt),133,RAW,treated
148,RAW(nc),312,RAW,control
148,MAH(nt),133,MAH,treated
148,MAH(nc),133,MAH,control
148,PSC(nt),133,PSC,treated
148,PSC(nc),133,PSC,control
148,GEN(nt),133,GEN,treated
148,GEN(nc),153,GEN,control
148,CEM(nt),80,CEM,treated
148,CEM(nc),159,CEM,control
149,RAW(nt),157,RAW,treated
149,RAW(nc),288,RAW,control
149,MAH(nt),157,MAH,treated
149,MAH(nc),157,MAH,control
149,PSC(nt),157,PSC,treated
149,PSC(nc),157,PSC,control
149,GEN(nt),157,GEN,treated
149,GEN(nc),145,GEN,control
149,CEM(nt),94,CEM,treated
149,CEM(nc),167,CEM,control
150,RAW(nt),146,RAW,treated
150,RAW(nc),299,RAW,control
150,MAH(nt),146,MAH,treated
150,MAH(nc),146,MAH,control
150,PSC(nt),146,PSC,treated
150,PSC(nc),146,PSC,control
150,GEN(nt),146,GEN,treated
150,GEN(nc),133,GEN,control
150,CEM(nt),85,CEM,treated
150,CEM(nc),141,CEM,control
151,RAW(nt),163,RAW,treated
151,RAW(nc),282,RAW,control
151,MAH(nt),163,MAH,treated
151,MAH(nc),163,MAH,control
151,PSC(nt),163,PSC,treated
151,PSC(nc),163,PSC,control
151,GEN(nt),163,GEN,treated
151,GEN(nc),148,GEN,control
151,CEM(nt),89,CEM,treated
151,CEM(nc),154,CEM,control
152,RAW(nt),135,RAW,treated
152,RAW(nc),310,RAW,control
152,MAH(nt),135,MAH,treated
152,MAH(nc),135,MAH,control
152,PSC(nt),135,PSC,treated
152,PSC(nc),135,PSC,control
152,GEN(nt),135,GEN,treated
152,GEN(nc),147,GEN,control
152,CEM(nt),75,CEM,treated
152,CEM(nc),168,CEM,control
153,RAW(nt),157,RAW,treated
153,RAW(nc),288,RAW,control
153,MAH(nt),157,MAH,treated
153,MAH(nc),157,MAH,control
153,PSC(nt),157,PSC,treated
153,PSC(nc),157,PSC,control
153,GEN(nt),157,GEN,treated
153,GEN(nc),157,GEN,control
153,CEM(nt),95,CEM,treated
153,CEM(nc),159,CEM,control
154,RAW(nt),146,RAW,treated
154,RAW(nc),299,RAW,control
154,MAH(nt),146,MAH,treated
154,MAH(nc),146,MAH,control
154,PSC(nt),146,PSC,treated
154,PSC(nc),146,PSC,control
154,GEN(nt),146,GEN,treated
154,GEN(nc),149,GEN,control
154,CEM(nt),84,CEM,treated
154,CEM(nc),156,CEM,control
155,RAW(nt),152,RAW,treated
155,RAW(nc),293,RAW,control
155,MAH(nt),152,MAH,treated
155,MAH(nc),152,MAH,control
155,PSC(nt),152,PSC,treated
155,PSC(nc),152,PSC,control
155,GEN(nt),152,GEN,treated
155,GEN(nc),150,GEN,control
155,CEM(nt),83,CEM,treated
155,CEM(nc),148,CEM,control
156,RAW(nt),148,RAW,treated
156,RAW(nc),297,RAW,control
156,MAH(nt),148,MAH,treated
156,MAH(nc),148,MAH,control
156,PSC(nt),148,PSC,treated
156,PSC(nc),148,PSC,control
156,GEN(nt),148,GEN,treated
156,GEN(nc),144,GEN,control
156,CEM(nt),90,CEM,treated
156,CEM(nc),152,CEM,control
157,RAW(nt),149,RAW,treated
157,RAW(nc),296,RAW,control
157,MAH(nt),149,MAH,treated
157,MAH(nc),149,MAH,control
157,PSC(nt),149,PSC,treated
157,PSC(nc),149,PSC,control
157,GEN(nt),149,GEN,treated
157,GEN(nc),126,GEN,control
157,CEM(nt),80,CEM,treated
157,CEM(nc),148,CEM,control
158,RAW(nt),172,RAW,treated
158,RAW(nc),273,RAW,control
158,MAH(nt),172,MAH,treated
158,MAH(nc),172,MAH,control
158,PSC(nt),172,PSC,treated
158,PSC(nc),172,PSC,control
158,GEN(nt),172,GEN,treated
158,GEN(nc),155,GEN,control
158,CEM(nt),100,CEM,treated
158,CEM(nc),142,CEM,control
159,RAW(nt),144,RAW,treated
159,RAW(nc),301,RAW,control
159,MAH(nt),144,MAH,treated
159,MAH(nc),144,MAH,control
159,PSC(nt),144,PSC,treated
159,PSC(nc),144,PSC,control
159,GEN(nt),144,GEN,treated
159,GEN(nc),135,GEN,control
159,CEM(nt),89,CEM,treated
159,CEM(nc),157,CEM,control
160,RAW(nt),142,RAW,treated
160,RAW(nc),303,RAW,control
160,MAH(nt),142,MAH,treated
160,MAH(nc),142,MAH,control
160,PSC(nt),142,PSC,treated
160,PSC(nc),142,PSC,control
