sim,key,n,method,group
3770,MAH(nt),185,MAH,treated
3770,MAH(nc),185,MAH,control
3770,PSC(nt),185,PSC,treated
3770,PSC(nc),185,PSC,control
3770,GEN(nt),185,GEN,treated
3770,GEN(nc),144,GEN,control
3770,CEM(nt),100,CEM,treated
3770,CEM(nc),146,CEM,control
3771,RAW(nt),138,RAW,treated
3771,RAW(nc),307,RAW,control
3771,MAH(nt),138,MAH,treated
3771,MAH(nc),138,MAH,control
3771,PSC(nt),138,PSC,treated
3771,PSC(nc),138,PSC,control
3771,GEN(nt),138,GEN,treated
3771,GEN(nc),138,GEN,control
3771,CEM(nt),79,CEM,treated
3771,CEM(nc),167,CEM,control
3772,RAW(nt),166,RAW,treated
3772,RAW(nc),279,RAW,control
3772,MAH(nt),166,MAH,treated
3772,MAH(nc),166,MAH,control
3772,PSC(nt),166,PSC,treated
3772,PSC(nc),166,PSC,control
3772,GEN(nt),166,GEN,treated
3772,GEN(nc),141,GEN,control
3772,CEM(nt),89,CEM,treated
3772,CEM(nc),163,CEM,control
3773,RAW(nt),146,RAW,treated
3773,RAW(nc),299,RAW,control
3773,MAH(nt),146,MAH,treated
3773,MAH(nc),146,MAH,control
3773,PSC(nt),146,PSC,treated
3773,PSC(nc),146,PSC,control
3773,GEN(nt),146,GEN,treated
3773,GEN(nc),157,GEN,control
3773,CEM(nt),79,CEM,treated
3773,CEM(nc),164,CEM,control
3774,RAW(nt),168,RAW,treated
3774,RAW(nc),277,RAW,control
3774,MAH(nt),168,MAH,treated
3774,MAH(nc),168,MAH,control
3774,PSC(nt),168,PSC,treated
3774,PSC(nc),168,PSC,control
3774,GEN(nt),168,GEN,treated
3774,GEN(nc),149,GEN,control
3774,CEM(nt),89,CEM,treated
3774,CEM(nc),164,CEM,control
3775,RAW(nt),149,RAW,treated
3775,RAW(nc),296,RAW,control
3775,MAH(nt),149,MAH,treated
3775,MAH(nc),149,MAH,control
3775,PSC(nt),149,PSC,treated
3775,PSC(nc),149,PSC,control
3775,GEN(nt),149,GEN,treated
3775,GEN(nc),139,GEN,control
3775,CEM(nt),80,CEM,treated
3775,CEM(nc),167,CEM,control
3776,RAW(nt),147,RAW,treated
3776,RAW(nc),298,RAW,control
3776,MAH(nt),147,MAH,treated
3776,MAH(nc),147,MAH,control
3776,PSC(nt),147,PSC,treated
3776,PSC(nc),147,PSC,control
3776,GEN(nt),147,GEN,treated
3776,GEN(nc),134,GEN,control
3776,CEM(nt),82,CEM,treated
3776,CEM(nc),167,CEM,control
3777,RAW(nt),152,RAW,treated
3777,RAW(nc),293,RAW,control
3777,MAH(nt),152,MAH,treated
3777,MAH(nc),152,MAH,control
3777,PSC(nt),152,PSC,treated
3777,PSC(nc),152,PSC,control
3777,GEN(nt),152,GEN,treated
3777,GEN(nc),129,GEN,control
3777,CEM(nt),94,CEM,treated
3777,CEM(nc),142,CEM,control
3778,RAW(nt),139,RAW,treated
3778,RAW(nc),306,RAW,control
3778,MAH(nt),139,MAH,treated
3778,MAH(nc),139,MAH,control
3778,PSC(nt),139,PSC,treated
3778,PSC(nc),139,PSC,control
3778,GEN(nt),139,GEN,treated
3778,GEN(nc),141,GEN,control
3778,CEM(nt),80,CEM,treated
3778,CEM(nc),149,CEM,control
3779,RAW(nt),139,RAW,treated
3779,RAW(nc),306,RAW,control
3779,MAH(nt),139,MAH,treated
3779,MAH(nc),139,MAH,control
3779,PSC(nt),139,PSC,treated
3779,PSC(nc),139,PSC,control
3779,GEN(nt),139,GEN,treated
3779,GEN(nc),144,GEN,control
3779,CEM(nt),82,CEM,treated
3779,CEM(nc),153,CEM,control
3780,RAW(nt),140,RAW,treated
3780,RAW(nc),305,RAW,control
3780,MAH(nt),140,MAH,treated
3780,MAH(nc),140,MAH,control
3780,PSC(nt),140,PSC,treated
3780,PSC(nc),140,PSC,control
3780,GEN(nt),140,GEN,treated
3780,GEN(nc),146,GEN,control
3780,CEM(nt),87,CEM,treated
3780,CEM(nc),162,CEM,control
3781,RAW(nt),163,RAW,treated
3781,RAW(nc),282,RAW,control
3781,MAH(nt),163,MAH,treated
3781,MAH(nc),163,MAH,control
3781,PSC(nt),163,PSC,treated
3781,PSC(nc),163,PSC,control
3781,GEN(nt),163,GEN,treated
3781,GEN(nc),144,GEN,control
3781,CEM(nt),84,CEM,treated
3781,CEM(nc),150,CEM,control
3782,RAW(nt),127,RAW,treated
3782,RAW(nc),318,RAW,control
3782,MAH(nt),127,MAH,treated
3782,MAH(nc),127,MAH,control
3782,PSC(nt),127,PSC,treated
3782,PSC(nc),127,PSC,control
3782,GEN(nt),127,GEN,treated
3782,GEN(nc),137,GEN,control
3782,CEM(nt),76,CEM,treated
3782,CEM(nc),165,CEM,control
3783,RAW(nt),143,RAW,treated
3783,RAW(nc),302,RAW,control
3783,MAH(nt),143,MAH,treated
3783,MAH(nc),143,MAH,control
3783,PSC(nt),143,PSC,treated
3783,PSC(nc),143,PSC,control
3783,GEN(nt),143,GEN,treated
3783,GEN(nc),160,GEN,control
3783,CEM(nt),81,CEM,treated
3783,CEM(nc),146,CEM,control
3784,RAW(nt),153,RAW,treated
3784,RAW(nc),292,RAW,control
3784,MAH(nt),153,MAH,treated
3784,MAH(nc),153,MAH,control
3784,PSC(nt),153,PSC,treated
3784,PSC(nc),153,PSC,control
3784,GEN(nt),153,GEN,treated
3784,GEN(nc),130,GEN,control
3784,CEM(nt),79,CEM,treated
3784,CEM(nc),144,CEM,control
3785,RAW(nt),153,RAW,treated
3785,RAW(nc),292,RAW,control
3785,MAH(nt),153,MAH,treated
3785,MAH(nc),153,MAH,control
3785,PSC(nt),153,PSC,treated
3785,PSC(nc),153,PSC,control
3785,GEN(nt),153,GEN,treated
3785,GEN(nc),142,GEN,control
3785,CEM(nt),95,CEM,treated
3785,CEM(nc),148,CEM,control
3786,RAW(nt),147,RAW,treated
3786,RAW(nc),298,RAW,control
3786,MAH(nt),147,MAH,treated
3786,MAH(nc),147,MAH,control
3786,PSC(nt),147,PSC,treated
3786,PSC(nc),147,PSC,control
3786,GEN(nt),147,GEN,treated
3786,GEN(nc),145,GEN,control
3786,CEM(nt),86,CEM,treated
3786,CEM(nc),159,CEM,control
3787,RAW(nt),153,RAW,treated
3787,RAW(nc),292,RAW,control
3787,MAH(nt),153,MAH,treated
3787,MAH(nc),153,MAH,control
3787,PSC(nt),153,PSC,treated
3787,PSC(nc),153,PSC,control
3787,GEN(nt),153,GEN,treated
3787,GEN(nc),159,GEN,control
3787,CEM(nt),95,CEM,treated
3787,CEM(nc),151,CEM,control
3788,RAW(nt),161,RAW,treated
3788,RAW(nc),284,RAW,control
3788,MAH(nt),161,MAH,treated
3788,MAH(nc),161,MAH,control
3788,PSC(nt),161,PSC,treated
3788,PSC(nc),161,PSC,control
3788,GEN(nt),161,GEN,treated
3788,GEN(nc),144,GEN,control
3788,CEM(nt),89,CEM,treated
3788,CEM(nc),143,CEM,control
3789,RAW(nt),138,RAW,treated
3789,RAW(nc),307,RAW,control
3789,MAH(nt),138,MAH,treated
3789,MAH(nc),138,MAH,control
3789,PSC(nt),138,PSC,treated
3789,PSC(nc),138,PSC,control
3789,GEN(nt),138,GEN,treated
3789,GEN(nc),136,GEN,control
3789,CEM(nt),88,CEM,treated
3789,CEM(nc),155,CEM,control
3790,RAW(nt),132,RAW,treated
3790,RAW(nc),313,RAW,control
3790,MAH(nt),132,MAH,treated
3790,MAH(nc),132,MAH,control
3790,PSC(nt),132,PSC,treated
3790,PSC(nc),132,PSC,control
3790,GEN(nt),132,GEN,treated
3790,GEN(nc),123,GEN,control
3790,CEM(nt),79,CEM,treated
3790,CEM(nc),148,CEM,control
3791,RAW(nt),144,RAW,treated
3791,RAW(nc),301,RAW,control
3791,MAH(nt),144,MAH,treated
3791,MAH(nc),144,MAH,control
3791,PSC(nt),144,PSC,treated
3791,PSC(nc),144,PSC,control
3791,GEN(nt),144,GEN,treated
3791,GEN(nc),152,GEN,control
3791,CEM(nt),77,CEM,treated
3791,CEM(nc),149,CEM,control
3792,RAW(nt),163,RAW,treated
3792,RAW(nc),282,RAW,control
3792,MAH(nt),163,MAH,treated
3792,MAH(nc),163,MAH,control
3792,PSC(nt),163,PSC,treated
3792,PSC(nc),163,PSC,control
3792,GEN(nt),163,GEN,treated
3792,GEN(nc),153,GEN,control
3792,CEM(nt),84,CEM,treated
3792,CEM(nc),157,CEM,control
3793,RAW(nt),147,RAW,treated
3793,RAW(nc),298,RAW,control
3793,MAH(nt),147,MAH,treated
3793,MAH(nc),147,MAH,control
3793,PSC(nt),147,PSC,treated
3793,PSC(nc),147,PSC,control
3793,GEN(nt),147,GEN,treated
3793,GEN(nc),135,GEN,control
3793,CEM(nt),95,CEM,treated
3793,CEM(nc),161,CEM,control
3794,RAW(nt),150,RAW,treated
3794,RAW(nc),295,RAW,control
3794,MAH(nt),150,MAH,treated
3794,MAH(nc),150,MAH,control
3794,PSC(nt),150,PSC,treated
3794,PSC(nc),150,PSC,control
3794,GEN(nt),150,GEN,treated
3794,GEN(nc),130,GEN,control
3794,CEM(nt),86,CEM,treated
3794,CEM(nc),152,CEM,control
3795,RAW(nt),157,RAW,treated
3795,RAW(nc),288,RAW,control
3795,MAH(nt),157,MAH,treated
3795,MAH(nc),157,MAH,control
3795,PSC(nt),157,PSC,treated
3795,PSC(nc),157,PSC,control
3795,GEN(nt),157,GEN,treated
3795,GEN(nc),156,GEN,control
3795,CEM(nt),88,CEM,treated
3795,CEM(nc),149,CEM,control
3796,RAW(nt),159,RAW,treated
3796,RAW(nc),286,RAW,control
3796,MAH(nt),159,MAH,treated
3796,MAH(nc),159,MAH,control
3796,PSC(nt),159,PSC,treated
3796,PSC(nc),159,PSC,control
3796,GEN(nt),159,GEN,treated
3796,GEN(nc),149,GEN,control
3796,CEM(nt),85,CEM,treated
3796,CEM(nc),160,CEM,control
3797,RAW(nt),164,RAW,treated
3797,RAW(nc),281,RAW,control
3797,MAH(nt),164,MAH,treated
3797,MAH(nc),164,MAH,control
3797,PSC(nt),164,PSC,treated
3797,PSC(nc),164,PSC,control
3797,GEN(nt),164,GEN,treated
3797,GEN(nc),152,GEN,control
3797,CEM(nt),94,CEM,treated
3797,CEM(nc),151,CEM,control
3798,RAW(nt),137,RAW,treated
3798,RAW(nc),308,RAW,control
3798,MAH(nt),137,MAH,treated
3798,MAH(nc),137,MAH,control
3798,PSC(nt),137,PSC,treated
3798,PSC(nc),137,PSC,control
3798,GEN(nt),137,GEN,treated
3798,GEN(nc),131,GEN,control
3798,CEM(nt),76,CEM,treated
3798,CEM(nc),151,CEM,control
3799,RAW(nt),134,RAW,treated
3799,RAW(nc),311,RAW,control
3799,MAH(nt),134,MAH,treated
3799,MAH(nc),134,MAH,control
3799,PSC(nt),134,PSC,treated
3799,PSC(nc),134,PSC,control
3799,GEN(nt),134,GEN,treated
3799,GEN(nc),145,GEN,control
3799,CEM(nt),85,CEM,treated
3799,CEM(nc),156,CEM,control
3800,RAW(nt),138,RAW,treated
3800,RAW(nc),307,RAW,control
3800,MAH(nt),138,MAH,treated
3800,MAH(nc),138,MAH,control
3800,PSC(nt),138,PSC,treated
3800,PSC(nc),138,PSC,control
3800,GEN(nt),138,GEN,treated
3800,GEN(nc),133,GEN,control
3800,CEM(nt),85,CEM,treated
3800,CEM(nc),144,CEM,control
3801,RAW(nt),142,RAW,treated
3801,RAW(nc),303,RAW,control
3801,MAH(nt),142,MAH,treated
3801,MAH(nc),142,MAH,control
3801,PSC(nt),142,PSC,treated
3801,PSC(nc),142,PSC,control
3801,GEN(nt),142,GEN,treated
3801,GEN(nc),147,GEN,control
3801,CEM(nt),88,CEM,treated
3801,CEM(nc),151,CEM,control
3802,RAW(nt),152,RAW,treated
3802,RAW(nc),293,RAW,control
3802,MAH(nt),152,MAH,treated
3802,MAH(nc),152,MAH,control
3802,PSC(nt),152,PSC,treated
3802,PSC(nc),152,PSC,control
3802,GEN(nt),152,GEN,treated
3802,GEN(nc),132,GEN,control
3802,CEM(nt),91,CEM,treated
3802,CEM(nc),148,CEM,control
3803,RAW(nt),165,RAW,treated
3803,RAW(nc),280,RAW,control
3803,MAH(nt),165,MAH,treated
3803,MAH(nc),165,MAH,control
3803,PSC(nt),165,PSC,treated
3803,PSC(nc),165,PSC,control
3803,GEN(nt),165,GEN,treated
3803,GEN(nc),134,GEN,control
3803,CEM(nt),87,CEM,treated
3803,CEM(nc),161,CEM,control
3804,RAW(nt),145,RAW,treated
3804,RAW(nc),300,RAW,control
3804,MAH(nt),145,MAH,treated
3804,MAH(nc),145,MAH,control
3804,PSC(nt),145,PSC,treated
3804,PSC(nc),145,PSC,control
3804,GEN(nt),145,GEN,treated
3804,GEN(nc),165,GEN,control
3804,CEM(nt),76,CEM,treated
3804,CEM(nc),160,CEM,control
3805,RAW(nt),144,RAW,treated
3805,RAW(nc),301,RAW,control
3805,MAH(nt),144,MAH,treated
3805,MAH(nc),144,MAH,control
3805,PSC(nt),144,PSC,treated
3805,PSC(nc),144,PSC,control
3805,GEN(nt),144,GEN,treated
3805,GEN(nc),136,GEN,control
3805,CEM(nt),84,CEM,treated
3805,CEM(nc),160,CEM,control
3806,RAW(nt),158,RAW,treated
3806,RAW(nc),287,RAW,control
3806,MAH(nt),158,MAH,treated
3806,MAH(nc),158,MAH,control
3806,PSC(nt),158,PSC,treated
3806,PSC(nc),158,PSC,control
3806,GEN(nt),158,GEN,treated
3806,GEN(nc),144,GEN,control
3806,CEM(nt),91,CEM,treated
3806,CEM(nc),163,CEM,control
3807,RAW(nt),150,RAW,treated
3807,RAW(nc),295,RAW,control
3807,MAH(nt),150,MAH,treated
3807,MAH(nc),150,MAH,control
3807,PSC(nt),150,PSC,treated
3807,PSC(nc),150,PSC,control
3807,GEN(nt),150,GEN,treated
3807,GEN(nc),143,GEN,control
3807,CEM(nt),84,CEM,treated
3807,CEM(nc),158,CEM,control
3808,RAW(nt),154,RAW,treated
3808,RAW(nc),291,RAW,control
3808,MAH(nt),154,MAH,treated
3808,MAH(nc),154,MAH,control
3808,PSC(nt),154,PSC,treated
3808,PSC(nc),154,PSC,control
3808,GEN(nt),154,GEN,treated
3808,GEN(nc),148,GEN,control
3808,CEM(nt),87,CEM,treated
3808,CEM(nc),146,CEM,control
3809,RAW(nt),152,RAW,treated
3809,RAW(nc),293,RAW,control
3809,MAH(nt),152,MAH,treated
3809,MAH(nc),152,MAH,control
3809,PSC(nt),152,PSC,treated
3809,PSC(nc),152,PSC,control
3809,GEN(nt),152,GEN,treated
3809,GEN(nc),151,GEN,control
3809,CEM(nt),91,CEM,treated
3809,CEM(nc),156,CEM,control
3810,RAW(nt),171,RAW,treated
3810,RAW(nc),274,RAW,control
3810,MAH(nt),171,MAH,treated
3810,MAH(nc),171,MAH,control
3810,PSC(nt),171,PSC,treated
3810,PSC(nc),171,PSC,control
3810,GEN(nt),171,GEN,treated
3810,GEN(nc),152,GEN,control
3810,CEM(nt),92,CEM,treated
3810,CEM(nc),146,CEM,control
3811,RAW(nt),156,RAW,treated
3811,RAW(nc),289,RAW,control
3811,MAH(nt),156,MAH,treated
3811,MAH(nc),156,MAH,control
3811,PSC(nt),156,PSC,treated
3811,PSC(nc),156,PSC,control
3811,GEN(nt),156,GEN,treated
3811,GEN(nc),142,GEN,control
3811,CEM(nt),87,CEM,treated
3811,CEM(nc),158,CEM,control
3812,RAW(nt),146,RAW,treated
3812,RAW(nc),299,RAW,control
3812,MAH(nt),146,MAH,treated
3812,MAH(nc),146,MAH,control
3812,PSC(nt),146,PSC,treated
3812,PSC(nc),146,PSC,control
3812,GEN(nt),146,GEN,treated
3812,GEN(nc),149,GEN,control
3812,CEM(nt),90,CEM,treated
3812,CEM(nc),152,CEM,control
3813,RAW(nt),172,RAW,treated
3813,RAW(nc),273,RAW,control
3813,MAH(nt),172,MAH,treated
3813,MAH(nc),172,MAH,control
3813,PSC(nt),172,PSC,treated
3813,PSC(nc),172,PSC,control
3813,GEN(nt),172,GEN,treated
3813,GEN(nc),157,GEN,control
3813,CEM(nt),94,CEM,treated
3813,CEM(nc),135,CEM,control
3814,RAW(nt),124,RAW,treated
3814,RAW(nc),321,RAW,control
3814,MAH(nt),124,MAH,treated
3814,MAH(nc),124,MAH,control
3814,PSC(nt),124,PSC,treated
3814,PSC(nc),124,PSC,control
3814,GEN(nt),124,GEN,treated
3814,GEN(nc),121,GEN,control
3814,CEM(nt),72,CEM,treated
3814,CEM(nc),164,CEM,control
3815,RAW(nt),147,RAW,treated
3815,RAW(nc),298,RAW,control
3815,MAH(nt),147,MAH,treated
3815,MAH(nc),147,MAH,control
3815,PSC(nt),147,PSC,treated
3815,PSC(nc),147,PSC,control
3815,GEN(nt),147,GEN,treated
3815,GEN(nc),145,GEN,control
3815,CEM(nt),85,CEM,treated
3815,CEM(nc),160,CEM,control
3816,RAW(nt),157,RAW,treated
3816,RAW(nc),288,RAW,control
3816,MAH(nt),157,MAH,treated
3816,MAH(nc),157,MAH,control
3816,PSC(nt),157,PSC,treated
3816,PSC(nc),157,PSC,control
3816,GEN(nt),157,GEN,treated
3816,GEN(nc),145,GEN,control
3816,CEM(nt),81,CEM,treated
3816,CEM(nc),142,CEM,control
3817,RAW(nt),152,RAW,treated
3817,RAW(nc),293,RAW,control
3817,MAH(nt),152,MAH,treated
3817,MAH(nc),152,MAH,control
3817,PSC(nt),152,PSC,treated
3817,PSC(nc),152,PSC,control
3817,GEN(nt),152,GEN,treated
3817,GEN(nc),153,GEN,control
3817,CEM(nt),84,CEM,treated
3817,CEM(nc),148,CEM,control
3818,RAW(nt),134,RAW,treated
3818,RAW(nc),311,RAW,control
3818,MAH(nt),134,MAH,treated
3818,MAH(nc),134,MAH,control
3818,PSC(nt),134,PSC,treated
3818,PSC(nc),134,PSC,control
3818,GEN(nt),134,GEN,treated
3818,GEN(nc),137,GEN,control
3818,CEM(nt),83,CEM,treated
3818,CEM(nc),158,CEM,control
3819,RAW(nt),138,RAW,treated
3819,RAW(nc),307,RAW,control
3819,MAH(nt),138,MAH,treated
3819,MAH(nc),138,MAH,control
3819,PSC(nt),138,PSC,treated
3819,PSC(nc),138,PSC,control
3819,GEN(nt),138,GEN,treated
3819,GEN(nc),124,GEN,control
3819,CEM(nt),90,CEM,treated
3819,CEM(nc),143,CEM,control
3820,RAW(nt),150,RAW,treated
3820,RAW(nc),295,RAW,control
3820,MAH(nt),150,MAH,treated
3820,MAH(nc),150,MAH,control
3820,PSC(nt),150,PSC,treated
3820,PSC(nc),150,PSC,control
3820,GEN(nt),150,GEN,treated
3820,GEN(nc),146,GEN,control
3820,CEM(nt),82,CEM,treated
3820,CEM(nc),138,CEM,control
3821,RAW(nt),150,RAW,treated
3821,RAW(nc),295,RAW,control
3821,MAH(nt),150,MAH,treated
3821,MAH(nc),150,MAH,control
3821,PSC(nt),150,PSC,treated
3821,PSC(nc),150,PSC,control
3821,GEN(nt),150,GEN,treated
3821,GEN(nc),141,GEN,control
3821,CEM(nt),75,CEM,treated
3821,CEM(nc),138,CEM,control
3822,RAW(nt),148,RAW,treated
3822,RAW(nc),297,RAW,control
3822,MAH(nt),148,MAH,treated
3822,MAH(nc),148,MAH,control
3822,PSC(nt),148,PSC,treated
3822,PSC(nc),148,PSC,control
3822,GEN(nt),148,GEN,treated
3822,GEN(nc),137,GEN,control
3822,CEM(nt),95,CEM,treated
3822,CEM(nc),143,CEM,control
3823,RAW(nt),147,RAW,treated
3823,RAW(nc),298,RAW,control
3823,MAH(nt),147,MAH,treated
3823,MAH(nc),147,MAH,control
3823,PSC(nt),147,PSC,treated
3823,PSC(nc),147,PSC,control
3823,GEN(nt),147,GEN,treated
3823,GEN(nc),141,GEN,control
3823,CEM(nt),80,CEM,treated
3823,CEM(nc),152,CEM,control
3824,RAW(nt),153,RAW,treated
3824,RAW(nc),292,RAW,control
3824,MAH(nt),153,MAH,treated
3824,MAH(nc),153,MAH,control
3824,PSC(nt),153,PSC,treated
3824,PSC(nc),153,PSC,control
3824,GEN(nt),153,GEN,treated
3824,GEN(nc),139,GEN,control
3824,CEM(nt),86,CEM,treated
3824,CEM(nc),146,CEM,control
3825,RAW(nt),142,RAW,treated
3825,RAW(nc),303,RAW,control
3825,MAH(nt),142,MAH,treated
3825,MAH(nc),142,MAH,control
3825,PSC(nt),142,PSC,treated
3825,PSC(nc),142,PSC,control
3825,GEN(nt),142,GEN,treated
3825,GEN(nc),128,GEN,control
3825,CEM(nt),79,CEM,treated
3825,CEM(nc),154,CEM,control
3826,RAW(nt),160,RAW,treated
3826,RAW(nc),285,RAW,control
3826,MAH(nt),160,MAH,treated
3826,MAH(nc),160,MAH,control
3826,PSC(nt),160,PSC,treated
3826,PSC(nc),160,PSC,control
3826,GEN(nt),160,GEN,treated
3826,GEN(nc),137,GEN,control
3826,CEM(nt),98,CEM,treated
3826,CEM(nc),144,CEM,control
3827,RAW(nt),150,RAW,treated
3827,RAW(nc),295,RAW,control
3827,MAH(nt),150,MAH,treated
3827,MAH(nc),150,MAH,control
3827,PSC(nt),150,PSC,treated
3827,PSC(nc),150,PSC,control
3827,GEN(nt),150,GEN,treated
3827,GEN(nc),146,GEN,control
3827,CEM(nt),81,CEM,treated
3827,CEM(nc),144,CEM,control
3828,RAW(nt),150,RAW,treated
3828,RAW(nc),295,RAW,control
3828,MAH(nt),150,MAH,treated
3828,MAH(nc),150,MAH,control
3828,PSC(nt),150,PSC,treated
3828,PSC(nc),150,PSC,control
3828,GEN(nt),150,GEN,treated
3828,GEN(nc),161,GEN,control
3828,CEM(nt),88,CEM,treated
3828,CEM(nc),160,CEM,control
3829,RAW(nt),149,RAW,treated
3829,RAW(nc),296,RAW,control
3829,MAH(nt),149,MAH,treated
3829,MAH(nc),149,MAH,control
3829,PSC(nt),149,PSC,treated
3829,PSC(nc),149,PSC,control
3829,GEN(nt),149,GEN,treated
3829,GEN(nc),142,GEN,control
3829,CEM(nt),83,CEM,treated
3829,CEM(nc),152,CEM,control
3830,RAW(nt),159,RAW,treated
3830,RAW(nc),286,RAW,control
3830,MAH(nt),159,MAH,treated
3830,MAH(nc),159,MAH,control
3830,PSC(nt),159,PSC,treated
3830,PSC(nc),159,PSC,control
3830,GEN(nt),159,GEN,treated
3830,GEN(nc),156,GEN,control
3830,CEM(nt),93,CEM,treated
3830,CEM(nc),164,CEM,control
3831,RAW(nt),156,RAW,treated
3831,RAW(nc),289,RAW,control
3831,MAH(nt),156,MAH,treated
3831,MAH(nc),156,MAH,control
3831,PSC(nt),156,PSC,treated
3831,PSC(nc),156,PSC,control
3831,GEN(nt),156,GEN,treated
3831,GEN(nc),144,GEN,control
3831,CEM(nt),85,CEM,treated
3831,CEM(nc),161,CEM,control
3832,RAW(nt),152,RAW,treated
3832,RAW(nc),293,RAW,control
3832,MAH(nt),152,MAH,treated
3832,MAH(nc),152,MAH,control
3832,PSC(nt),152,PSC,treated
3832,PSC(nc),152,PSC,control
3832,GEN(nt),152,GEN,treated
3832,GEN(nc),141,GEN,control
3832,CEM(nt),93,CEM,treated
3832,CEM(nc),153,CEM,control
3833,RAW(nt),150,RAW,treated
3833,RAW(nc),295,RAW,control
3833,MAH(nt),150,MAH,treated
3833,MAH(nc),150,MAH,control
3833,PSC(nt),150,PSC,treated
3833,PSC(nc),150,PSC,control
3833,GEN(nt),150,GEN,treated
3833,GEN(nc),131,GEN,control
3833,CEM(nt),75,CEM,treated
3833,CEM(nc),144,CEM,control
3834,RAW(nt),133,RAW,treated
3834,RAW(nc),312,RAW,control
3834,MAH(nt),133,MAH,treated
3834,MAH(nc),133,MAH,control
3834,PSC(nt),133,PSC,treated
3834,PSC(nc),133,PSC,control
3834,GEN(nt),133,GEN,treated
3834,GEN(nc),144,GEN,control
3834,CEM(nt),85,CEM,treated
3834,CEM(nc),159,CEM,control
3835,RAW(nt),144,RAW,treated
3835,RAW(nc),301,RAW,control
3835,MAH(nt),144,MAH,treated
3835,MAH(nc),144,MAH,control
3835,PSC(nt),144,PSC,treated
3835,PSC(nc),144,PSC,control
3835,GEN(nt),144,GEN,treated
3835,GEN(nc),134,GEN,control
3835,CEM(nt),87,CEM,treated
3835,CEM(nc),159,CEM,control
3836,RAW(nt),130,RAW,treated
3836,RAW(nc),315,RAW,control
3836,MAH(nt),130,MAH,treated
3836,MAH(nc),130,MAH,control
3836,PSC(nt),130,PSC,treated
3836,PSC(nc),130,PSC,control
3836,GEN(nt),130,GEN,treated
3836,GEN(nc),147,GEN,control
3836,CEM(nt),75,CEM,treated
3836,CEM(nc),162,CEM,control
3837,RAW(nt),166,RAW,treated
3837,RAW(nc),279,RAW,control
3837,MAH(nt),166,MAH,treated
3837,MAH(nc),166,MAH,control
3837,PSC(nt),166,PSC,treated
3837,PSC(nc),166,PSC,control
3837,GEN(nt),166,GEN,treated
3837,GEN(nc),155,GEN,control
3837,CEM(nt),89,CEM,treated
3837,CEM(nc),150,CEM,control
3838,RAW(nt),133,RAW,treated
3838,RAW(nc),312,RAW,control
3838,MAH(nt),133,MAH,treated
3838,MAH(nc),133,MAH,control
3838,PSC(nt),133,PSC,treated
3838,PSC(nc),133,PSC,control
3838,GEN(nt),133,GEN,treated
3838,GEN(nc),131,GEN,control
3838,CEM(nt),67,CEM,treated
3838,CEM(nc),166,CEM,control
3839,RAW(nt),162,RAW,treated
3839,RAW(nc),283,RAW,control
3839,MAH(nt),162,MAH,treated
3839,MAH(nc),162,MAH,control
3839,PSC(nt),162,PSC,treated
3839,PSC(nc),162,PSC,control
3839,GEN(nt),162,GEN,treated
3839,GEN(nc),147,GEN,control
3839,CEM(nt),92,CEM,treated
3839,CEM(nc),146,CEM,control
3840,RAW(nt),149,RAW,treated
3840,RAW(nc),296,RAW,control
3840,MAH(nt),149,MAH,treated
3840,MAH(nc),149,MAH,control
3840,PSC(nt),149,PSC,treated
3840,PSC(nc),149,PSC,control
3840,GEN(nt),149,GEN,treated
3840,GEN(nc),146,GEN,control
3840,CEM(nt),89,CEM,treated
3840,CEM(nc),153,CEM,control
3841,RAW(nt),164,RAW,treated
3841,RAW(nc),281,RAW,control
3841,MAH(nt),164,MAH,treated
3841,MAH(nc),164,MAH,control
3841,PSC(nt),164,PSC,treated
3841,PSC(nc),164,PSC,control
3841,GEN(nt),164,GEN,treated
3841,GEN(nc),148,GEN,control
3841,CEM(nt),84,CEM,treated
3841,CEM(nc),153,CEM,control
3842,RAW(nt),142,RAW,treated
3842,RAW(nc),303,RAW,control
3842,MAH(nt),142,MAH,treated
3842,MAH(nc),142,MAH,control
3842,PSC(nt),142,PSC,treated
3842,PSC(nc),142,PSC,control
3842,GEN(nt),142,GEN,treated
3842,GEN(nc),139,GEN,control
3842,CEM(nt),77,CEM,treated
3842,CEM(nc),150,CEM,control
3843,RAW(nt),140,RAW,treated
3843,RAW(nc),305,RAW,control
3843,MAH(nt),140,MAH,treated
3843,MAH(nc),140,MAH,control
3843,PSC(nt),140,PSC,treated
3843,PSC(nc),140,PSC,control
3843,GEN(nt),140,GEN,treated
3843,GEN(nc),140,GEN,control
3843,CEM(nt),77,CEM,treated
3843,CEM(nc),152,CEM,control
3844,RAW(nt),159,RAW,treated
3844,RAW(nc),286,RAW,control
3844,MAH(nt),159,MAH,treated
3844,MAH(nc),159,MAH,control
3844,PSC(nt),159,PSC,treated
3844,PSC(nc),159,PSC,control
3844,GEN(nt),159,GEN,treated
3844,GEN(nc),145,GEN,control
3844,CEM(nt),83,CEM,treated
3844,CEM(nc),150,CEM,control
3845,RAW(nt),156,RAW,treated
3845,RAW(nc),289,RAW,control
3845,MAH(nt),156,MAH,treated
3845,MAH(nc),156,MAH,control
3845,PSC(nt),156,PSC,treated
3845,PSC(nc),156,PSC,control
3845,GEN(nt),156,GEN,treated
3845,GEN(nc),149,GEN,control
